customer_id,birth_year,gender,income,credit,married,college_degree,region,state
1132,1999,Male,53000,669.214548,No,No,West,WA
1133,1993,Female,53000,687.2477251,Yes,Yes,West,ID
1134,1975,Female,212000,731.9911818,No,Yes,West,CA
1135,1970,Other,120000,727.4362685,No,Yes,Northeast,MA
1136,1974,Male,212000,696.4147688,Yes,Yes,West,UT
1137,1995,Male,50000,616.5643461,Yes,Yes,West,NV
1138,1974,Female,150000,676.160753,Yes,No,West,CA
1139,1999,Female,293000,659.4436623,Yes,Yes,Northeast,NH
1140,1994,Other,149000,581.1830457,No,Yes,West,NV
1141,1994,Female,122000,708.7501077,No,Yes,West,NM
1142,1971,Female,168000,623.0000898,No,Yes,Midwest,IN
1143,1999,Female,74000,586.6055417,No,Yes,West,WY
1144,1993,Female,220000,612.2871851,Yes,Yes,West,OR
1145,1998,Male,305000,609.3065564,No,Yes,West,UT
1146,1976,Male,191000,684.8258032,No,Yes,West,WA
1147,1999,Other,109000,429.1588809,Yes,No,West,AK
1148,1999,Male,56000,534.1415686,Yes,Yes,Northeast,VT
1149,1983,Male,46000,791.9137593,No,No,West,CO
1150,1974,Female,185000,712.5772106,Yes,Yes,West,UT
1151,1994,Other,180000,621.7954558,No,Yes,Midwest,WI
1152,1975,Female,181000,731.4441676,No,Yes,West,ID
1153,1975,Female,172000,625.455599,No,Yes,South,NC
1154,1997,Female,94000,658.4303876,No,No,West,CA
1155,1999,Male,149000,527.4712245,Yes,No,South,MS
1156,1972,Female,150000,693.2917428,Yes,Yes,West,MT
1157,1993,Female,217000,656.472475,No,Yes,West,NV
1158,1968,Other,142000,718.5239977,Yes,No,South,AL
1159,1967,Male,150000,715.2474254,Yes,Yes,West,HI
1160,1972,Male,296000,708.717432,Yes,Yes,Northeast,NY
1161,1995,Female,54000,548.9901234,No,Yes,Northeast,VT
1162,1972,Male,208000,651.8939665,No,Yes,Northeast,NJ
1163,1991,Male,81000,464.0577443,Yes,No,South,MS
1164,1998,Male,120000,651.1831641,No,Yes,West,NV
1165,1984,Male,77000,670.9827179,Yes,No,Northeast,PA
1166,1970,Female,69000,729.4439902,No,Yes,West,HI
1167,1971,Male,216000,688.084873,Yes,Yes,West,NM
1168,1986,Other,293000,600.046622,No,Yes,Northeast,PA
1169,1992,Male,163000,582.969531,No,Yes,West,OR
1170,1979,Female,150000,589.8289096,Yes,Yes,West,WA
1171,1996,Female,95000,565.2272255,Yes,Yes,Northeast,RI
1172,1980,Male,210000,668.9089077,No,Yes,Northeast,VT
1173,1978,Male,185000,654.5906189,No,No,West,OR
1174,1965,Male,146000,684.7049983,Yes,Yes,Northeast,MA
1175,1980,Male,197000,639.9618319,Yes,Yes,West,MT
1176,1995,Female,22000,677.2431755,No,No,South,WV
1177,1976,Other,233000,799.8344326,No,No,South,NC
1178,1983,Other,35000,740.5926801,No,Yes,West,CO
1179,1986,Male,80000,679.6164957,No,Yes,West,NV
1180,1993,Male,93000,716.6871891,Yes,Yes,West,ID
1181,1991,Other,148000,669.1168929,No,Yes,West,MT
1182,1967,Female,129000,715.1861336,Yes,Yes,Northeast,VT
1183,1988,Female,37000,630.9505714,Yes,No,South,DC
1184,1989,Other,222000,677.6662151,Yes,Yes,Northeast,ME
1185,1997,Female,50000,685.0776749,Yes,Yes,Northeast,PA
1186,1976,Male,172000,488.4529702,No,No,West,HI
1187,1983,Male,105000,681.5773498,No,Yes,West,OR
1188,1985,Female,43000,661.7766933,No,No,Midwest,IA
1189,1971,Female,33000,724.1613078,Yes,No,Midwest,IN
1190,1977,Female,142000,768.5504638,No,No,Northeast,MA
1191,1990,Female,164000,744.4418082,No,No,Midwest,MI
1192,1998,Male,24000,649.9455074,Yes,Yes,West,NM
1193,1989,Female,44000,630.1297775,No,Yes,West,WA
1194,1974,Female,135000,671.6665081,No,Yes,Midwest,ND
1195,1972,Female,88000,718.1113987,Yes,No,West,CA
1196,1976,Male,83000,613.522497,No,No,West,NV
1197,1987,Male,122000,683.8433506,No,Yes,Northeast,PA
1198,1984,Female,87000,660.2704202,No,Yes,West,ID
1199,1962,Female,110000,726.2777538,Yes,No,West,AZ
1200,1991,Male,228000,622.6284463,Yes,Yes,West,UT
1201,1983,Female,159000,737.083322,No,Yes,West,AZ
1202,1988,Female,154000,581.8497876,No,Yes,Midwest,NE
1203,1975,Male,177000,736.7922678,Yes,Yes,West,UT
1204,1957,Female,84000,816.6335153,Yes,No,South,WV
1205,1976,Female,197000,600.1073133,No,Yes,Northeast,NJ
1206,1977,Male,181000,646.5472218,No,Yes,Midwest,IN
1207,1970,Female,164000,603.4459062,Yes,Yes,Northeast,ME
1208,1975,Male,226000,632.6288985,No,Yes,Northeast,NJ
1209,1971,Female,231000,739.8799796,Yes,Yes,West,HI
1210,1995,Male,134000,618.4237083,Yes,Yes,Northeast,NY
1211,1974,Female,178000,747.6655726,No,Yes,West,NM
1212,1958,Male,179000,779.0523817,Yes,Yes,West,WY
1213,1991,Male,161000,676.8143344,No,Yes,Northeast,VT
1214,1994,Female,75000,741.1091768,No,Yes,Northeast,RI
1215,1986,Female,43000,689.5536828,No,Yes,West,AK
1216,1992,Male,177000,717.0022165,No,Yes,Northeast,ME
1217,1995,Male,38000,716.1998911,No,No,West,HI
1218,1969,Male,245000,676.731131,Yes,Yes,Northeast,VT
1219,1996,Male,89000,641.7866189,No,Yes,West,WY
1220,1977,Male,162000,686.3566273,Yes,Yes,West,WA
1221,1987,Male,153000,630.1516236,No,Yes,West,AK
1222,1998,Male,347000,577.6802196,No,Yes,West,CA
1223,1968,Female,162000,729.5858621,Yes,Yes,West,WY
1224,1975,Male,165000,598.8020397,No,Yes,Northeast,VT
1225,1987,Female,68000,678.9953277,No,Yes,Northeast,MA
1226,1995,Male,164000,552.3319426,No,Yes,Northeast,ME
1227,1985,Female,177000,622.023559,No,Yes,Northeast,NH
1228,1996,Male,67000,510.6685008,Yes,Yes,Northeast,NY
1229,1966,Female,87000,726.7434296,Yes,Yes,West,AK
1230,1973,Male,242000,669.015589,Yes,Yes,Midwest,IA
1231,1997,Male,184000,657.9166538,No,Yes,Midwest,MI
1232,1978,Male,149000,687.5416712,No,No,West,HI
1233,1972,Male,215000,750.3914477,Yes,Yes,West,WY
1234,1999,Male,47000,662.1459383,No,Yes,Northeast,MA
1235,1997,Other,143000,605.3371581,No,Yes,West,NM
1236,1998,Female,132000,730.238578,No,Yes,Midwest,MI
1237,1971,Female,141000,736.4056443,Yes,Yes,West,CO
1238,1993,Female,29000,689.5135134,Yes,Yes,West,WA
1239,1990,Male,198000,614.0255349,Yes,No,Northeast,PA
1240,1973,Male,238000,687.2365809,Yes,Yes,West,NV
1241,1971,Other,180000,679.5771693,Yes,No,West,CO
1242,1978,Male,135000,699.779035,No,Yes,West,ID
1243,1973,Female,170000,716.1898068,No,Yes,Northeast,CT
1244,1973,Male,204000,670.6213355,Yes,Yes,West,AZ
1245,1975,Female,193000,762.224669,Yes,Yes,Midwest,NE
1246,1958,Male,116000,750.4249206,Yes,Yes,Midwest,OH
1247,1977,Male,219000,809.7927117,No,Yes,West,UT
1248,1993,Female,22000,560.9455939,No,No,South,AL
1249,1982,Male,44000,615.8385095,Yes,No,Northeast,NY
1250,1970,Male,167000,694.322953,Yes,Yes,West,WA
1251,1973,Male,138000,730.0999712,Yes,No,West,NM
1252,1992,Female,212000,537.0288263,No,Yes,West,MT
1253,1976,Male,156000,727.7362041,Yes,Yes,Northeast,ME
1254,1990,Female,124000,718.9762351,No,Yes,Northeast,NH
1255,1972,Other,89000,819.800377,Yes,No,Northeast,MA
1256,1974,Other,144000,793.3883505,Yes,Yes,Northeast,RI
1257,1968,Female,118000,756.3214854,No,Yes,Northeast,CT
1258,1992,Female,177000,649.0718194,No,Yes,West,HI
1259,1970,Female,302000,677.2700829,No,Yes,West,NM
1260,1998,Male,94000,659.7127085,No,Yes,Midwest,IA
1261,1980,Male,220000,736.8978319,No,Yes,West,OR
1262,1978,Male,219000,673.7974342,Yes,Yes,West,AZ
1263,1987,Female,73000,590.2615693,No,No,West,MT
1264,1982,Female,279000,654.6071372,No,Yes,Northeast,MA
1265,1994,Female,113000,632.3025253,Yes,Yes,West,NV
1266,1976,Male,73000,663.7741355,No,No,South,AL
1267,1981,Female,238000,724.7564388,No,Yes,Northeast,CT
1268,1996,Male,206000,619.4984683,No,Yes,Midwest,SD
1269,1984,Female,103000,642.1922091,Yes,No,South,FL
1270,1992,Female,100000,634.3144541,No,Yes,Northeast,NJ
1271,1985,Male,118000,670.1126126,No,Yes,West,CA
1272,1992,Female,204000,570.4266383,No,Yes,West,MT
1273,1991,Female,110000,693.8442812,No,No,Northeast,NJ
1274,1987,Female,58000,586.0381209,Yes,No,Northeast,MA
1275,1998,Other,99000,600.4057477,No,Yes,Northeast,RI
1276,1972,Male,148000,705.5504114,Yes,No,West,WY
1277,1986,Male,25000,731.4342703,No,No,West,CA
1278,1975,Male,93000,781.3531214,Yes,No,South,FL
1279,1971,Female,99000,653.0474344,Yes,Yes,West,WA
1280,1974,Female,115000,672.6685434,Yes,No,Northeast,RI
1281,1981,Male,26000,687.6615397,No,Yes,West,CO
1282,1977,Female,207000,623.9402774,No,Yes,Northeast,NH
1283,1969,Female,130000,677.1240433,No,Yes,West,WA
1284,1984,Male,163000,608.6000454,Yes,Yes,Midwest,MI
1285,1992,Female,109000,655.2726573,No,No,West,WA
1286,1988,Male,44000,695.7902195,No,Yes,West,NV
1287,1949,Other,135000,835.3289337,Yes,No,South,MS
1288,1971,Female,137000,741.7674029,Yes,No,West,UT
1289,1980,Female,161000,766.337399,No,No,West,NM
1290,1989,Female,183000,578.7709769,Yes,Yes,Northeast,NJ
1291,1968,Female,130000,721.7955168,No,Yes,Northeast,CT
1292,1987,Male,200000,620.7459899,Yes,Yes,West,CO
1293,1969,Female,126000,742.0088853,Yes,Yes,West,AK
1294,1954,Male,133000,781.5241199,Yes,No,South,DE
1295,1995,Other,76000,574.8901008,Yes,No,West,MT
1296,1999,Female,118000,658.8954524,No,Yes,Midwest,IA
1297,1995,Female,211000,588.5723696,No,Yes,West,AZ
1298,1980,Male,163000,557.7154267,No,Yes,West,WY
1299,1992,Female,306000,609.950098,No,Yes,Midwest,MI
1300,1979,Female,263000,676.7728591,No,No,Midwest,MI
1301,1993,Male,127000,722.4496492,No,No,Midwest,MN
1302,1982,Male,74000,674.4773617,Yes,Yes,West,WA
1303,1992,Male,48000,623.1558149,No,No,South,AL
1304,1982,Female,97000,586.632054,Yes,No,Midwest,ND
1305,1995,Female,195000,618.497953,No,Yes,West,ID
1306,1994,Male,24000,654.8667727,Yes,No,South,FL
1307,1986,Female,27000,626.0598688,No,No,South,DC
1308,1978,Female,210000,650.3985236,Yes,Yes,Northeast,NY
1309,1977,Female,127000,700.887061,No,No,West,WA
1310,1993,Other,63000,698.9299379,No,Yes,Northeast,MA
1311,1994,Female,43000,532.7133108,Yes,Yes,Northeast,PA
1312,1972,Female,191000,682.643894,Yes,Yes,West,MT
1313,1974,Male,244000,723.9233485,Yes,Yes,West,NM
1314,1970,Male,208000,746.7012839,No,Yes,Northeast,ME
1315,1984,Male,63000,716.8722253,Yes,Yes,Northeast,PA
1316,1998,Male,60000,717.3861123,Yes,Yes,Northeast,ME
1317,1971,Female,179000,564.8382575,Yes,Yes,Midwest,NE
1318,1991,Female,41000,539.4073304,No,Yes,West,OR
1319,1974,Male,114000,709.3012313,Yes,No,South,SC
1320,1977,Other,219000,707.5907199,Yes,Yes,West,UT
1321,1999,Female,64000,682.5572808,Yes,Yes,West,OR
1322,1990,Male,140000,710.3149291,Yes,Yes,Northeast,ME
1323,1992,Female,133000,658.99423,Yes,Yes,West,MT
1324,1993,Other,101000,697.3129242,No,Yes,Northeast,CT
1325,1963,Female,146000,646.7059915,No,Yes,West,OR
1326,1968,Female,180000,707.4618049,Yes,Yes,Northeast,VT
1327,1975,Female,138000,665.184798,No,Yes,West,AZ
1328,1993,Male,57000,649.5613889,No,Yes,Northeast,MA
1329,1973,Male,204000,704.7485551,Yes,Yes,Northeast,NJ
1330,1994,Male,124000,598.0674319,No,Yes,Northeast,NH
1331,1982,Female,290000,589.9571697,No,Yes,South,NC
1332,1999,Male,71000,651.0079517,No,No,Northeast,PA
1333,1972,Male,278000,685.2486531,Yes,Yes,Northeast,NH
1334,1991,Female,86000,681.6805217,No,Yes,West,AK
1335,1978,Female,112000,850,No,No,West,WY
1336,1994,Male,362000,578.1169961,Yes,Yes,West,MT
1337,1977,Female,225000,659.5006448,No,Yes,West,WA
1338,1974,Male,236000,684.193729,Yes,Yes,Northeast,RI
1339,1972,Female,318000,771.5527197,Yes,Yes,West,AZ
1340,1969,Female,149000,755.3819624,Yes,Yes,Northeast,MA
1341,1993,Other,62000,615.9541003,No,No,West,ID
1342,1983,Male,51000,625.0931305,No,Yes,Northeast,MA
1343,1999,Female,52000,631.6157941,Yes,Yes,Northeast,NJ
1344,1974,Female,247000,647.8219552,No,No,Northeast,RI
1345,1984,Female,149000,598.1743897,Yes,Yes,West,HI
1346,1989,Other,249000,632.0189734,No,Yes,Northeast,NH
1347,1975,Female,99000,641.3968545,Yes,Yes,Northeast,PA
1348,1977,Male,61000,713.1545487,Yes,No,South,MS
1349,1992,Other,25000,685.4169105,No,Yes,West,OR
1350,1971,Female,49000,757.9189501,No,No,Northeast,VT
1351,1982,Female,57000,570.1887077,No,Yes,Midwest,IN
1352,1973,Male,128000,764.5247769,Yes,Yes,Midwest,IN
1353,1982,Female,132000,734.4824331,No,Yes,South,NC
1354,1972,Female,107000,759.3556633,No,No,Northeast,NJ
1355,1999,Male,222000,636.5882539,Yes,Yes,West,CO
1356,1974,Female,171000,651.2410104,No,No,West,NM
1357,1997,Female,65000,719.7769374,No,No,Northeast,RI
1358,1980,Female,88000,732.655115,No,Yes,Northeast,MA
1359,1997,Female,119000,524.2498931,No,Yes,Midwest,MI
1360,1976,Male,142000,733.2284764,No,Yes,Northeast,RI
1361,1973,Female,155000,663.0971534,Yes,Yes,Midwest,KS
1362,1974,Male,143000,758.9633673,No,Yes,Northeast,VT
1363,1999,Male,128000,593.4766179,Yes,Yes,West,HI
1364,1997,Male,32000,636.3613143,Yes,No,South,GA
1365,1995,Male,172000,621.6887544,No,Yes,West,AK
1366,1996,Female,68000,590.5697751,Yes,No,South,AR
1367,1961,Female,116000,713.4852257,Yes,No,West,OR
1368,1976,Male,84000,650.7345741,No,No,Northeast,NJ
1369,1998,Male,218000,530.1012045,No,Yes,West,AK
1370,1988,Male,59000,660.9355721,Yes,No,West,MT
1371,1966,Female,172000,722.8800673,Yes,Yes,West,ID
1372,1992,Female,73000,590.7046683,No,Yes,West,HI
1373,1973,Female,25000,728.838304,Yes,No,South,NC
1374,1976,Female,106000,760.3311692,Yes,Yes,Northeast,MA
1375,1970,Female,147000,735.842834,Yes,Yes,Midwest,SD
1376,1967,Female,227000,779.5993858,No,Yes,West,UT
1377,1997,Female,85000,631.9517342,No,No,West,ID
1378,1973,Female,248000,595.7159135,Yes,Yes,Midwest,IL
1379,1991,Female,122000,608.7151761,No,Yes,West,WY
1380,1963,Female,221000,789.922152,Yes,Yes,West,HI
1381,1950,Male,69000,773.6251119,Yes,No,West,OR
1382,1974,Female,145000,723.9116295,Yes,Yes,Midwest,WI
1383,1986,Male,29000,627.6028549,No,Yes,Northeast,MA
1384,1971,Male,78000,671.7995196,Yes,No,West,HI
1385,1996,Female,33000,557.0859054,No,Yes,West,OR
1386,1996,Male,140000,525.3650798,Yes,No,South,LA
1387,1997,Other,243000,592.3508019,Yes,Yes,West,WY
1388,1984,Female,42000,709.5777702,No,Yes,Northeast,MA
1389,1970,Female,104000,692.7085732,Yes,No,South,AL
1390,1983,Male,143000,755.9144044,No,No,South,MS
1391,1988,Other,49000,702.3589169,No,No,South,OK
1392,1997,Male,39000,701.6869147,No,Yes,West,CA
1393,1986,Male,123000,770.3545757,No,Yes,Northeast,VT
1394,1967,Other,234000,667.7822851,Yes,Yes,Midwest,IL
1395,1997,Female,107000,603.2544173,No,Yes,Northeast,VT
1396,1976,Female,112000,625.5475878,Yes,Yes,Northeast,NJ
1397,1987,Female,194000,580.0525885,No,Yes,Midwest,IN
1398,1990,Other,111000,719.7028384,Yes,Yes,Northeast,NH
1399,1996,Male,127000,677.5186359,Yes,Yes,West,OR
1400,1979,Female,196000,672.6966562,No,Yes,West,WY
1401,1972,Male,227000,675.4964631,Yes,Yes,West,AK
1402,1969,Male,159000,802.8508214,Yes,Yes,West,AK
1403,1992,Other,64000,654.8419182,No,No,Northeast,PA
1404,1992,Male,105000,649.9495538,No,Yes,West,ID
1405,1968,Female,176000,681.0865114,Yes,Yes,West,CA
1406,1974,Male,229000,736.3892905,Yes,Yes,Northeast,NJ
1407,1993,Female,41000,698.130967,Yes,No,South,OK
1408,1983,Male,41000,711.3426008,No,Yes,West,WY
1409,1969,Female,94000,586.2040912,Yes,No,West,OR
1410,1983,Male,34000,673.7479,Yes,Yes,West,WA
1411,1969,Male,142000,628.9601206,Yes,No,West,UT
1412,1997,Male,105000,702.1178669,Yes,Yes,Midwest,SD
1413,1976,Female,222000,691.883756,No,Yes,Northeast,RI
1414,1970,Male,73000,597.672927,Yes,No,Northeast,VT
1415,1973,Male,127000,708.7008338,Yes,Yes,Northeast,VT
1416,1971,Male,242000,751.0532217,Yes,Yes,West,ID
1417,1984,Male,79000,615.4209818,No,Yes,Northeast,RI
1418,1990,Male,72000,662.2249573,Yes,No,South,KY
1419,1971,Male,170000,723.1508588,Yes,Yes,West,CO
1420,1968,Other,99000,723.740121,Yes,No,Northeast,RI
1421,1981,Female,76000,622.7570676,No,Yes,Northeast,ME
1422,1975,Other,178000,720.8889867,No,Yes,Northeast,CT
1423,1992,Female,110000,531.7905678,No,No,Midwest,IA
1424,1967,Male,113000,716.1705015,Yes,No,South,MD
1425,1979,Male,143000,643.2757525,No,Yes,West,MT
1426,1992,Male,125000,604.5260157,No,Yes,Northeast,PA
1427,1966,Female,192000,706.4399943,Yes,Yes,Northeast,NJ
1428,1987,Male,55000,687.7749369,No,No,South,NC
1429,1991,Male,219000,733.7271965,No,Yes,Northeast,NY
1430,1995,Female,129000,530.5778344,No,Yes,South,TN
1431,1958,Male,129000,762.0560573,Yes,Yes,West,ID
1432,1968,Female,261000,684.2786013,Yes,Yes,Northeast,NY
1433,1999,Female,45000,567.6874258,No,No,South,MS
1434,1976,Male,194000,700.6939677,No,Yes,Northeast,RI
1435,1994,Female,132000,684.94934,No,No,Northeast,MA
1436,1979,Female,190000,660.5694064,No,Yes,West,NV
1437,1979,Female,55000,720.6701056,Yes,No,Midwest,IA
1438,1996,Male,71000,564.6398818,No,Yes,West,UT
1439,1976,Male,174000,701.4588749,No,No,South,DC
1440,1970,Other,61000,754.4766543,No,Yes,Midwest,NE
1441,1971,Female,219000,735.1398077,No,Yes,Northeast,NH
1442,1988,Female,198000,608.4547258,No,Yes,Midwest,SD
1443,1970,Female,140000,746.9945261,No,Yes,West,ID
1444,1974,Female,111000,666.5657881,Yes,Yes,West,AK
1445,1978,Other,142000,601.8430914,No,Yes,Northeast,VT
1446,1969,Other,147000,700.2189694,No,No,West,WA
1447,1988,Male,129000,555.3116987,No,No,South,FL
1448,1997,Female,226000,637.7939256,Yes,Yes,West,WA
1449,1997,Male,221000,630.3044357,Yes,Yes,Midwest,WI
1450,1985,Male,94000,621.9140319,Yes,Yes,Midwest,SD
1451,1975,Female,189000,710.5358688,No,No,West,HI
1452,1996,Male,21000,665.3296338,Yes,Yes,Midwest,IL
1453,1991,Male,89000,612.7760769,Yes,Yes,West,AK
1454,1998,Female,162000,569.3946305,No,Yes,West,WA
1455,1992,Female,59000,587.4034278,No,Yes,West,ID
1456,1997,Male,167000,612.5869469,No,Yes,West,AZ
